Project_ID,Project_Name,Location,Progress,Budget,Spent,Workers,Delay
P0861,Project_P0861,Delhi,75,22295903,24765664,15,No
P0862,Project_P0862,Chennai,22,47344942,27947276,56,Yes
P0863,Project_P0863,Hyderabad,79,16862329,9227124,69,No
P0864,Project_P0864,Mumbai,17,12266588,12489524,87,Yes
P0865,Project_P0865,Chennai,9,10327164,11404235,11,Yes
P0866,Project_P0866,Delhi,21,28049935,33172270,87,Yes
P0867,Project_P0867,Hyderabad,97,12701885,14880120,33,Yes
P0868,Project_P0868,Delhi,100,45548121,43543662,48,Yes
P0869,Project_P0869,Hyderabad,34,48208977,26684131,70,No
P0870,Project_P0870,Chennai,63,31836287,18766693,37,Yes
P0871,Project_P0871,Bengaluru,56,45097434,28907681,54,No
P0872,Project_P0872,Bengaluru,16,49599680,56333282,43,Yes
P0873,Project_P0873,Hyderabad,15,15896266,7336162,32,Yes
P0874,Project_P0874,Chennai,15,22985604,24571965,19,Yes
P0875,Project_P0875,Bengaluru,39,47740881,56341431,94,Yes
P0876,Project_P0876,Hyderabad,19,36502542,37681988,109,Yes
P0877,Project_P0877,Delhi,86,17905016,16840014,10,Yes
P0878,Project_P0878,Bengaluru,63,40845066,43004873,68,No
P0879,Project_P0879,Hyderabad,49,29666003,20350269,18,No
P0880,Project_P0880,Chennai,72,20609637,20155205,116,Yes
P0881,Project_P0881,Bengaluru,9,31450329,14614585,67,Yes
P0882,Project_P0882,Hyderabad,30,42070745,15224972,31,Yes
P0883,Project_P0883,Delhi,72,20633910,22598013,36,No
P0884,Project_P0884,Mumbai,100,37571797,25499661,91,No
P0885,Project_P0885,Mumbai,10,26037534,9956799,57,Yes
P0886,Project_P0886,Mumbai,79,14236027,11308828,44,Yes
P0887,Project_P0887,Delhi,13,49901182,26301866,65,Yes
P0888,Project_P0888,Hyderabad,78,11725887,5109133,111,Yes
P0889,Project_P0889,Bengaluru,22,30775168,35946962,75,Yes
P0890,Project_P0890,Bengaluru,56,31105694,31926977,77,Yes
P0891,Project_P0891,Delhi,62,30936234,19551834,53,No
P0892,Project_P0892,Delhi,23,9959179,10602069,49,Yes
P0893,Project_P0893,Hyderabad,37,18260669,5800593,89,Yes
P0894,Project_P0894,Delhi,25,37540639,39055573,83,Yes
P0895,Project_P0895,Bengaluru,70,22962081,25941017,64,No
P0896,Project_P0896,Delhi,22,21208402,19080575,103,Yes
P0897,Project_P0897,Delhi,25,42723654,16064304,38,Yes
P0898,Project_P0898,Delhi,9,36620643,23447269,117,Yes
P0899,Project_P0899,Delhi,9,22023655,18513787,58,Yes
P0900,Project_P0900,Bengaluru,17,22686797,9914718,58,Yes
P0901,Project_P0901,Hyderabad,40,7533141,7155470,116,Yes
P0902,Project_P0902,Hyderabad,43,13864654,5914439,56,Yes
P0903,Project_P0903,Bengaluru,94,8694697,3661666,105,Yes
P0904,Project_P0904,Hyderabad,62,38405885,39460990,86,Yes
P0905,Project_P0905,Bengaluru,59,38670027,26830039,40,Yes
P0906,Project_P0906,Chennai,88,12227119,9389776,93,Yes
P0907,Project_P0907,Mumbai,16,12014535,5062072,14,Yes
P0908,Project_P0908,Mumbai,55,24265892,27525722,50,No
P0909,Project_P0909,Chennai,92,47178966,47204048,48,No
P0910,Project_P0910,Chennai,57,44014410,43287553,56,No
P0911,Project_P0911,Chennai,30,23007401,20849973,97,Yes
P0912,Project_P0912,Chennai,39,42738408,21260001,10,Yes
P0913,Project_P0913,Mumbai,87,42968220,48550794,51,No
P0914,Project_P0914,Bengaluru,45,42254972,23763336,62,Yes
P0915,Project_P0915,Mumbai,14,34917057,16034377,97,Yes
P0916,Project_P0916,Bengaluru,55,13268500,15914056,21,Yes
P0917,Project_P0917,Chennai,42,26659069,13812982,43,Yes
P0918,Project_P0918,Bengaluru,90,11843778,13097149,110,No
P0919,Project_P0919,Bengaluru,46,7718881,6798849,52,Yes
P0920,Project_P0920,Hyderabad,86,16289915,18088127,16,No
P0921,Project_P0921,Mumbai,49,37277470,23377488,70,No
P0922,Project_P0922,Bengaluru,29,16908061,18716567,119,Yes
P0923,Project_P0923,Hyderabad,64,27752647,16077692,61,Yes
P0924,Project_P0924,Bengaluru,76,49413707,30742408,103,Yes
P0925,Project_P0925,Mumbai,74,18372134,14464972,33,No
P0926,Project_P0926,Delhi,47,37893265,25395651,66,Yes
P0927,Project_P0927,Mumbai,53,36202546,29749104,30,No
P0928,Project_P0928,Hyderabad,79,21412243,20410202,16,No
P0929,Project_P0929,Mumbai,74,18000916,5707091,33,Yes
P0930,Project_P0930,Mumbai,75,12294055,11755118,98,No
P0931,Project_P0931,Hyderabad,56,36131203,17455458,105,Yes
P0932,Project_P0932,Chennai,16,43584573,43931048,58,Yes
P0933,Project_P0933,Bengaluru,87,25841578,18833770,19,Yes
P0934,Project_P0934,Mumbai,45,25299511,10823296,22,Yes
P0935,Project_P0935,Hyderabad,71,12898692,5473877,12,No
P0936,Project_P0936,Bengaluru,6,45575417,51634147,86,Yes
P0937,Project_P0937,Bengaluru,23,35275815,32016314,82,Yes
P0938,Project_P0938,Chennai,95,42457425,22034686,30,Yes
P0939,Project_P0939,Hyderabad,97,18192828,7942954,104,Yes
P0940,Project_P0940,Delhi,50,11546666,5479347,110,Yes
P0941,Project_P0941,Chennai,41,22344239,14105616,14,No
P0942,Project_P0942,Mumbai,62,27854674,10321443,111,Yes
P0943,Project_P0943,Bengaluru,86,49847409,45715558,28,Yes
P0944,Project_P0944,Hyderabad,49,27988447,15553735,76,Yes
P0945,Project_P0945,Bengaluru,31,35784498,34971872,93,Yes
P0946,Project_P0946,Chennai,48,7755358,8383841,109,Yes
P0947,Project_P0947,Delhi,89,9833276,9741186,63,No
P0948,Project_P0948,Mumbai,35,29886387,20936402,15,Yes
P0949,Project_P0949,Bengaluru,100,32820687,10401711,30,No
P0950,Project_P0950,Chennai,71,31814660,19602896,56,Yes
P0951,Project_P0951,Bengaluru,43,46204390,38403975,36,Yes
P0952,Project_P0952,Chennai,29,46069058,54418637,45,Yes
P0953,Project_P0953,Hyderabad,51,21561410,21731816,63,No
P0954,Project_P0954,Delhi,37,16055373,6178163,70,Yes
P0955,Project_P0955,Chennai,49,44072660,23140841,60,Yes
P0956,Project_P0956,Bengaluru,97,11175247,13366085,119,No
P0957,Project_P0957,Mumbai,53,47242199,21119259,16,Yes
P0958,Project_P0958,Chennai,97,7517304,4600107,41,No
P0959,Project_P0959,Delhi,38,6095822,6972374,50,No
P0960,Project_P0960,Chennai,26,34115961,25025583,10,Yes
P0961,Project_P0961,Chennai,56,31697961,29426067,59,No
P0962,Project_P0962,Mumbai,95,29587201,31162519,48,No
P0963,Project_P0963,Bengaluru,17,36780147,18729349,81,Yes
P0964,Project_P0964,Mumbai,20,42746199,16083733,75,Yes
P0965,Project_P0965,Chennai,62,28201163,13887659,100,No
P0966,Project_P0966,Mumbai,63,21635927,25947213,34,Yes
P0967,Project_P0967,Bengaluru,83,27781666,30458882,51,Yes
P0968,Project_P0968,Hyderabad,41,12105187,8000062,107,Yes
P0969,Project_P0969,Hyderabad,64,12937749,8005191,91,Yes
P0970,Project_P0970,Bengaluru,56,20457377,11299553,29,No
P0971,Project_P0971,Mumbai,66,26691147,22070531,78,No
P0972,Project_P0972,Chennai,28,10643707,7918576,113,Yes
P0973,Project_P0973,Mumbai,99,35446595,39470696,36,Yes
P0974,Project_P0974,Bengaluru,56,44207338,16726778,69,Yes
P0975,Project_P0975,Bengaluru,37,5473482,5505986,18,Yes
P0976,Project_P0976,Chennai,52,38278759,25361301,66,No
P0977,Project_P0977,Hyderabad,85,6084348,5840748,79,No
P0978,Project_P0978,Mumbai,40,13817490,12228122,86,Yes
P0979,Project_P0979,Bengaluru,5,10719548,3958905,32,Yes
P0980,Project_P0980,Hyderabad,30,44813282,49719426,78,Yes
P0981,Project_P0981,Delhi,7,20651674,10895334,41,Yes
P0982,Project_P0982,Hyderabad,64,14732268,5258286,73,No
P0983,Project_P0983,Mumbai,37,38642383,28009820,12,Yes
P0984,Project_P0984,Bengaluru,27,48096369,38017459,69,Yes
P0985,Project_P0985,Chennai,27,20862886,11411117,36,Yes
P0986,Project_P0986,Delhi,64,19652115,10336171,18,Yes
P0987,Project_P0987,Bengaluru,10,24966133,18058400,43,Yes
P0988,Project_P0988,Delhi,78,14847771,7007432,96,Yes
P0989,Project_P0989,Mumbai,12,29148601,14687131,100,Yes
P0990,Project_P0990,Chennai,36,24415130,8727990,53,Yes
P0991,Project_P0991,Hyderabad,45,25036825,20987005,86,Yes
P0992,Project_P0992,Bengaluru,83,31760585,30328773,22,No
P0993,Project_P0993,Hyderabad,90,7719870,2641127,59,Yes
P0994,Project_P0994,Hyderabad,33,41637180,46025408,30,Yes
P0995,Project_P0995,Mumbai,20,32501183,15298221,91,Yes
P0996,Project_P0996,Chennai,82,12509493,10650196,44,No
P0997,Project_P0997,Chennai,14,44752517,40070102,26,Yes
P0998,Project_P0998,Mumbai,41,17416368,18645788,32,No
P0999,Project_P0999,Mumbai,18,21734784,11834555,85,Yes
P1000,Project_P1000,Delhi,40,20280539,12031611,91,Yes
